pubID,topicQuery,typeQuery,tweet,tokens,hashtags,mentions,likeCount,replyCount,retweetCount,authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount,pubDate,pubYear,pubMonth,pubDay,pubHour,pubMinute,geoID,geoName,longitude,latitude,validacion
1333899011741323265,tránsito,palabras clave,"#ElDato #Enterate 

Un hombre fue #atropellado en la carretera federal a #Tepoztlán, a la altura de la calle Miguel Hidalgo y Morelos. Comienza a registrarse mucho tráfico. 
🚧 Maneje con precaución y extreme cuidado. https://t.co/ElZ1YQ0YU6","['hombre', 'carretera', 'federal', 'altura', 'calle', 'miguel', 'hidalgo', 'morelos', 'comenzar', 'registrar él', 'tráfico', 'maneje', 'precaución', 'extreme', 'cuidado']","['ElDato', 'Enterate', 'atropellado', 'Tepoztlán']",[],0,0,0,753022150030856193,El Dato Noticias Morelos,eldatomx,2016-07-12 18:24:05,0,2198,645,2020-12-01 16:21:21,2020,12,1,16,21,16,Miguel Hidalgo,-99.2045669144,19.4280623649,True
1333961094101131266,pirotecnia,coordenadas,"@alfredodelmazo Buenas noches Lic. Del Mazo destituya al pres. mpal de polotitlan PQ hizo fiesta con conjunto y fuegos artificiales le mandé en tuiter a usted de la noticia,y no es la 1a vez que hace esto ese señor no entiende estamos en pandemia póngale un hasta aquí","['buena', 'noche', 'lic', 'mazo', 'destituir', 'pres', 'mal', 'polotitlan', 'pq', 'hacer', 'fiesta', 'conjunto', 'fuego', 'artificial', 'mandar', 'tuitear', 'usted', 'noticia', '1o', 'vez', 'hacer', 'señor', 'entender', 'pandemia', 'ponga él', 'aquí']",[],['alfredodelmazo'],0,0,0,729094090281750529,MACITA,macitachule,2016-05-07 17:42:31,0,12,197,2020-12-01 20:28:03,2020,12,1,20,28,12,Tlalpan,-99.2058092,19.2970107,True
1334223879946924033,incendio,palabras clave,"¡Precaución! Debido a un #incendio en la colonia San Juan de Aragón, alcaldía Gustavo A. Madero, servicios de emergencia laboran en la zona.","['precaución', 'debido', 'colonia', 'san', 'juan', 'dragón', 'alcaldía', 'gustavo', 'madero', 'servicio', 'emergencia', 'laborar', 'zona']",['incendio'],[],3,1,0,40098528,Radio Tráfico Total,trafico889,2009-05-14 16:06:13,1,897302,69,2020-12-02 13:52:16,2020,12,2,13,52,5,Gustavo A. Madero,-99.1158642087,19.5040652077,True
1334381441967415296,incendio,palabras clave,"#Precaución 🚨🚒🚔 Servicios de emergencia trabajan por incendio en Viaducto Miguel Alemán y Av. Cuauhtémoc, colonia Roma Sur, @AlcCuauhtemocMx. #C5 #911CDMX https://t.co/4NBZx2WWry","['servicio', 'emergencia', 'trabajar', 'incendio', 'viaducto', 'miguel', 'alemán', 'av', 'cuauhtemoc', 'colonia', 'roma', 'sur']","['Precaución', 'C5', '911CDMX']",['AlcCuauhtemocMx'],59,1,10,195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926211,762,2020-12-03 00:18:22,2020,12,3,0,18,15,Cuauhtémoc,-99.1490557562,19.4313734294,True
1334592985867096064,incendio,palabras clave,"‼️ INCENDIO 🔥 Valparaíso 91 y Mimiahuapan Ote Col. Floresta COYOACÁN, precaución.","['incendio', 'valparaiso', '91', 'mimiahuapan', 'ote', 'col', 'floresta', 'coyoacán', 'precaución']",[],[],3,0,1,1154948184344539138,NR Comunicaciones,EnlacesNR,2019-07-26 20:54:39,0,22839,39,2020-12-03 14:18:58,2020,12,3,14,18,3,Coyoacán,-99.1503763525,19.3266672536,True
1334594731217723393,incendio,palabras clave,"‼️ INCENDIO 🔥 Valparaíso 91 y Mimiahuapan Ote Col. Floresta COYOACÁN, precaución.","['incendio', 'valparaiso', '91', 'mimiahuapan', 'ote', 'col', 'floresta', 'coyoacán', 'precaución']",[],[],36,0,2,2445330312,Raúl Gutiérrez,RaulGtzNR,2014-04-15 05:50:28,0,252124,105,2020-12-03 14:25:54,2020,12,3,14,25,3,Coyoacán,-99.1503763525,19.3266672536,True
1334607054380691463,incendio,palabras clave,"⚠️#Precaución 🚒@Bomberos_CDMX trabajan en atención a #Incendio de pastizal, en la colonia Unidad Habitacional Santa Cruz Meyehualco, @Alc_Iztapalapa.

#911CDMX #C5","['trabajar', 'atención', 'pastizal', 'colonia', 'unidad', 'habitacional', 'santa', 'cruz', 'meyehualco']","['Precaución', 'Incendio', '911CDMX', 'C5']","['Bomberos_CDMX', 'Alc_Iztapalapa']",15,0,0,195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926210,763,2020-12-03 15:14:52,2020,12,3,15,14,7,Iztapalapa,-99.0567989642,19.3491663204,True
1334652968038260736,tránsito,coordenadas,@julio_morenori #alcalde  @A_VCarranza las combis que circulan al estado de México no tienen precaución y se paran hacer tráfico y no dejan pasar convirtiendo PARADERO EL CRUCERO,"['combi', 'circular', 'méxico', 'precaución', 'parar', 'hacer', 'tráfico', 'dejar', 'pasar', 'convertir', 'paradero', 'crucero']",['alcalde'],"['julio_morenori', 'A_VCarranza']",0,0,0,1309045585,hanny,ch_apis75,2013-03-27 18:58:55,0,81,676,2020-12-03 18:17:18,2020,12,3,18,17,15,Cuauhtémoc,-99.128294,19.4043522,True
1335473104009785344,incendio,palabras clave,"@Claudiashein Se debe tener cuidado con la @Alc_Iztapalapa pues es la que permite más desmanes en estos momentos no dejan dormir con sus cohetones en sus fiestas, son las 12;35 am y contaminan en ruido y en humo, además de aglomeraciones en masa de gente","['deber', 'tener', 'cuidado', 'pues', 'permitir', 'desmán', 'momento', 'dejar', 'dormir', 'cohete', 'fiesta', '12', '35', 'am', 'contaminar', 'ruido', 'humo', 'además', 'aglomeración', 'masa', 'gente']",[],"['Claudiashein', 'Alc_Iztapalapa']",3,0,1,1235670410,"Galeno forever,",moon_doc,2013-03-02 12:02:41,0,99,356,2020-12-06 00:36:14,2020,12,6,0,36,7,Iztapalapa,-99.0567989642,19.3491663204,True
1336273946170318849,incendio,palabras clave,"#Precaución ⚠️ Incendio de vehículo sobre Segunda Cerrada de Ramos Millán y Av. Benito Juárez, colonia San Miguel, @Alc_Iztapalapa.

🚨 Servicios de emergencia trabajan en el lugar. 

#911CDMX #C5","['incendio', 'vehículo', 'segundo', 'cerrado', 'ramos', 'millón', 'av', 'benito', 'juarez', 'colonia', 'san', 'miguel', 'servicios', 'emergencia', 'trabajar', 'lugar']","['Precaución', '911CDMX', 'C5']",['Alc_Iztapalapa'],15,0,5,195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926210,763,2020-12-08 05:38:30,2020,12,8,5,38,7,Iztapalapa,-99.0567989642,19.3491663204,True
